2014,9,1,88,75,0.00,0.0,0.0
2014,9,2,92,77,0.00,0.0,0.0
2014,9,3,86,72,0.00,0.0,0.0
2014,9,4,87,69,0.00,0.0,0.0
2014,9,5,87,72,0.00,0.0,0.0
2014,9,6,91,67,0.11,0.0,0.0
2014,9,7,81,65,0.00,0.0,0.0
2014,9,8,75,65,0.00,0.0,0.0
2014,9,9,73,63,0.00,0.0,0.0
2014,9,10,80,63,0.00,0.0,0.0
2014,9,11,83,69,0.00,0.0,0.0
2014,9,12,78,62,0.00,0.0,0.0
2014,9,13,69,58,0.26,0.0,0.0
2014,9,14,71,53,0.00,0.0,0.0
2014,9,15,71,55,0.00,0.0,0.0
2014,9,16,70,58,0.37,0.0,0.0
2014,9,17,73,55,0.00,0.0,0.0
2014,9,18,76,57,0.00,0.0,0.0
2014,9,19,66,54,0.00,0.0,0.0
2014,9,20,75,57,0.00,0.0,0.0
2014,9,21,75,67,0.15,0.0,0.0
2014,9,22,71,55,T,0.0,0.0
2014,9,23,71,52,0.00,0.0,0.0
2014,9,24,71,58,0.00,0.0,0.0
2014,9,25,64,57,0.32,0.0,0.0
2014,9,26,77,58,0.00,0.0,0.0
2014,9,27,83,60,0.00,0.0,0.0
2014,9,28,84,64,0.00,0.0,0.0
2014,9,29,79,67,0.00,0.0,0.0
2014,9,30,71,62,T,0.0,0.0
